psp_transaction_id;merchant_reference;amount;currency;payment_date;status;transaction_type;card_brand;merchant_name
TXN703663;ORD-2024-00741;884.49;AED;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN703355;ORD-2024-00680;8118.5;AED;2024-09-27;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN702049;ORD-2024-00417;14125;AED;2024-09-09;CAPTURED;CAPTURE;VISA;Home Centre
TXN702723;ORD-2024-00548;1731.25;AED;2024-09-25;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN700432;ORD-2024-00086;25;AED;2024-09-14;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN704410;ORD-2024-00893;136.49;AED;2024-09-17;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN704917;ORD-2024-00988;55.05;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Home Centre
TXN701800;ORD-2024-00368;457;AED;2024-09-26;CAPTURED;CAPTURE;VISA;Noon Retail
TXN701345;ORD-2024-00269;36;AED;2024-09-04;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN703162;ORD-2024-00638;52.1;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN700814;ORD-2024-00164;1507.99;AED;2024-09-30;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN704534;ORD-2024-00915;722;AED;2024-09-16;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN702623;ORD-2024-00530;647;AED;2024-09-29;CAPTURED;CAPTURE;VISA;Home Centre
TXN701598;ORD-2024-00324;155;AED;2024-09-01;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN701120;ORD-2024-00222;425.75;AED;2024-09-16;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN700664;ORD-2024-00133;710.1;SAR;2024-09-21;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN700988;ORD-2024-00195;14699.95;AED;2024-10-01;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN703132;ORD-2024-00633;1401.5;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN700673;ORD-2024-00137;9307;EUR;2024-09-16;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN702554;ORD-2024-00516;447.99;AED;2024-09-19;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN701707;ORD-2024-00347;1923;AED;2024-09-13;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN704758;ORD-2024-00960;107.25;AED;2024-09-28;CAPTURED;CAPTURE;MADA;Carrefour Marina
TXN703652;ORD-2024-00739;11593.05;SAR;2024-09-27;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN702042;ORD-2024-00416;2993.5;USD;2024-09-29;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN702544;ORD-2024-00512;892.25;AED;2024-09-20;CAPTURED;CAPTURE;MADA;Kibsons
TXN702774;ORD-2024-00560;5557;USD;2024-09-23;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN700886;ORD-2024-00174;1663.99;AED;2024-09-01;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN703407;ORD-2024-00691;12987.05;AED;2024-09-21;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN700463;ORD-2024-00093;5161;USD;2024-09-06;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN702019;ORD-2024-00413;1025.49;AED;2024-09-17;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN702936;ORD-2024-00592;9162.95;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Café Bateel
TXN701609;ORD-2024-00326;8.49;SAR;2024-09-22;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN701030;ORD-2024-00204;1753.99;SAR;2024-09-04;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN700712;ORD-2024-00143;149.75;USD;2024-09-07;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN702060;ORD-2024-00419;196;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Home Centre
TXN704070;ORD-2024-00825;7598;AED;2024-09-05;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN700232;ORD-2024-00044;10018.1;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Café Bateel
TXN703822;ORD-2024-00777;2214.5;AED;2024-09-22;CAPTURED;CAPTURE;VISA;Kibsons
TXN703677;ORD-2024-00744;18.5;AED;2024-09-27;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN703897;ORD-2024-00794;14.49;AED;2024-10-02;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN702459;ORD-2024-00497;14243.75;AED;2024-09-11;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN703343;ORD-2024-00677;5736.99;AED;2024-09-02;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN700007;ORD-2024-00002;64.5;USD;2024-09-30;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN701869;ORD-2024-00386;2411;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN700429;ORD-2024-00084;1638.75;AED;2024-09-09;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN700019;ORD-2024-00005;59.95;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN702956;ORD-2024-00600;14703.25;AED;2024-09-22;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN704172;ORD-2024-00843;2024.99;USD;2024-09-08;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN701729;ORD-2024-00353;978;AED;2024-09-18;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN704077;ORD-2024-00826;142.05;USD;2024-09-22;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN704365;ORD-2024-00886;14806.49;AED;2024-09-07;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN703638;ORD-2024-00736;1852.95;AED;2024-09-13;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN704684;ORD-2024-00944;8367.49;AED;2024-09-30;CAPTURED;CAPTURE;MADA;Müller & Co
TXN700076;ORD-2024-00014;3131.1;AED;2024-09-19;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN700848;ORD-2024-00169;1320.99;USD;2024-09-03;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN700617;ORD-2024-00121;13293.25;AED;2024-09-23;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704286;ORD-2024-00870;2280.49;AED;2024-09-21;CAPTURED;CAPTURE;MADA;Carrefour Marina
TXN703174;ORD-2024-00641;1008;AED;2024-09-09;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN705006;ORD-2024-01004;100.00;AED;2024-09-24;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN701764;ORD-2024-00359;14549;USD;2024-09-04;CAPTURED;CAPTURE;MADA;Home Centre
TXN704054;ORD-2024-00822;2814;SAR;2024-09-24;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN704108;ORD-2024-00832;88.49;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Café Bateel
TXN703193;ORD-2024-00644;2115.25;AED;2024-09-13;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN704190;ORD-2024-00849;9554.49;AED;2024-09-24;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN702609;ORD-2024-00529;1844;USD;2024-09-23;CAPTURED;CAPTURE;VISA;Café Bateel
TXN703581;ORD-2024-00726;819;AED;2024-09-10;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN701476;ORD-2024-00298;52;AED;2024-09-28;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704952;ORD-2024-00996;32.05;AED;2024-09-25;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN700390;ORD-2024-00077;165;AED;2024-09-15;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN702411;ORD-2024-00485;2181.1;USD;2024-09-02;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN704270;ORD-2024-00867;61.1;USD;2024-09-05;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN700265;ORD-2024-00051;528.5;AED;2024-09-01;CAPTURED;CAPTURE;MADA;Café Bateel
TXN701561;ORD-2024-00316;87.25;SAR;2024-10-01;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
